College,Program Proposal Id,Course Proposal Id,Program Control Number,Program Status,Course Control Number,Course Status,Course Id,Course Title,Course TOP Code,Course Classification Code
Cabrillo,390559,466678,06370,Active,CCC000593125,Active,RT190A,Computed Tomography Physical Principles,122500,Y
Cabrillo,390559,468523,06370,Active,CCC000594790,Active,RT190B,Computed Tomography Protocol and Procedures,122500,Y
Cabrillo,390559,468526,06370,Active,CCC000594791,Active,RT190C,Applied Computed Tomography Clinical Education,122500,Y
Cabrillo,390559,352311,06370,Active,CCC000533670,Active,RT83,Transition to the Professional Role,122500,Y
Cabrillo,390247,46242,11293,Draft,CCC000364612,Inactive,AP42,Alternative Photographic Processes,100200,Y
Cabrillo,390247,46260,11293,Draft,CCC000382436,Active,AH11,Ancient Art,100200,Y
Cabrillo,390247,46463,11293,Draft,CCC000371127,Active,ART5,Beginning Design: 3-Dimensional Form,100200,Y
Cabrillo,390247,46464,11293,Draft,CCC000382690,Active,ART4,Beginning Design: Design and Color,100200,Y
Cabrillo,390247,46712,11293,Draft,CCC000347570,Active,ART7A,Ceramics--Hand Building,100200,Y
Cabrillo,390247,46713,11293,Draft,CCC000373533,Active,ART7B,Ceramics--Wheel Forming,100200,Y
Cabrillo,390247,47030,11293,Draft,CCC000358807,Active,ART2A,Drawing and Composition,100200,Y
Cabrillo,390247,47031,11293,Draft,CCC000346995,Active,ART2B,Drawing and Composition,100200,Y
Cabrillo,390247,47600,11293,Draft,CCC000528096,Inactive,AP15,History of Photography,100200,Y
Cabrillo,390247,47608,11293,Draft,CCC000511659,Active,AH11H,Honors Ancient Art,100200,Y
Cabrillo,390247,47922,11293,Draft,CCC000446052,Active,ART73,Intermediate Intaglio Prints,100200,Y
Cabrillo,390247,47931,11293,Draft,CCC000351171,Inactive,AP9B,Intermediate Photography,100200,Y
Cabrillo,390247,48228,11293,Draft,CCC000352329,Active,ART3B,Life Drawing,100200,Y
Cabrillo,390247,48229,11293,Draft,CCC000364175,Active,ART3A,Life Drawing,100200,Y
Cabrillo,390247,48233,11293,Draft,CCC000380339,Inactive,AP47,Lighting for Traditional and Digital Photography,100200,Y
Cabrillo,390247,48359,11293,Draft,CCC000370851,Active,AH12,Middle Ages: Art/Mediterranean World And Europe (A.D. 300-1400),100200,Y
Cabrillo,390247,48367,11293,Draft,CCC000346745,Active,AH14,Modern Art,100200,Y
Cabrillo,390247,48742,11293,Draft,CCC000354432,Active,ART32,Printmaking: Etching and Intaglio,100200,Y
Cabrillo,390247,48834,11293,Draft,CCC000358600,Active,AH13,Renaissance to Mid-19th Century,100200,Y
Cabrillo,390247,48964,11293,Draft,CCC000380063,Active,ART33,Screen Printing,100200,Y
Cabrillo,390247,48967,11293,Draft,CCC000356492,Inactive,ART35,Sculpture: Casting,100200,Y
Cabrillo,390247,48970,11293,Draft,CCC000382299,Active,ART36,Sculpture: Moldmaking,100200,Y
Cabrillo,390247,49218,11293,Draft,CCC000366277,Active,AH20A,Survey of Art From Prehistoric Through Medieval Periods,100200,Y
Cabrillo,390247,49219,11293,Draft,CCC000354593,Active,AH20B,Survey of Art From the Renaissance to The Present,100200,Y
Cabrillo,390247,49295,11293,Draft,CCC000361010,Inactive,ART21,Textile Surface Design,100200,Y
Cabrillo,390247,49503,11293,Draft,CCC000374807,Active,ART23,Weaving,100200,Y
Cabrillo,390247,361521,11293,Draft,CCC000364913,Active,ART34B,Sculpture: Direct Processes II,100200,Y
Cabrillo,390247,361482,11293,Draft,CCC000543674,Active,ART24,"Fiber Arts: Textile, Fiber, Paper",100200,Y
Cabrillo,390247,361485,11293,Draft,CCC000543563,Inactive,ART25A,Beginning Woodworking/Furniture Design,100200,Y
Cabrillo,390247,361491,11293,Draft,CCC000543564,Inactive,ART25B,Intermediate Woodworking/Furniture Design,100200,Y
Cabrillo,390247,361494,11293,Draft,CCC000361038,Active,ART31A,Painting I,100200,Y
Cabrillo,390247,361509,11293,Draft,CCC000348975,Active,ART31B,Painting II,100200,Y
Cabrillo,390247,361520,11293,Draft,CCC000376857,Active,ART34A,Sculpture: Direct Processes I,100200,Y
Cabrillo,390247,361523,11293,Draft,CCC000355075,Active,ART37A,Watercolor I,100200,Y
Cabrillo,390247,361524,11293,Draft,CCC000380705,Active,ART37B,Watercolor II,100200,Y
Cabrillo,390247,362326,11293,Draft,CCC000541902,Active,ART72A,Ceramics Process I,100200,Y
Cabrillo,390247,376178,11293,Draft,CCC000362574,Inactive,AP46A,Digital Photography I,100200,Y
Cabrillo,390247,393323,11293,Draft,CCC000558588,Active,AP42,Alternative Photographic Processes I,101100,Y
Cabrillo,390247,398884,11293,Draft,CCC000562781,Active,ART24A,"Fiber Arts: Textile, Fiber, Paper",100200,Y
Cabrillo,390247,398888,11293,Draft,CCC000562780,Active,ART25B,Intermediate Woodworking/Furniture Design,100200,Y
Cabrillo,390247,413034,11293,Draft,CCC000558592,Active,AP46A,Digital Photography I,101100,Y
Cabrillo,390247,418125,11293,Draft,CCC000572862,Active,ART35,Sculpture Casting,100200,Y
Cabrillo,390247,418126,11293,Draft,CCC000572861,Active,ART36,Sculpture Moldmaking,100200,Y
Cabrillo,390247,418892,11293,Draft,CCC000349611,Active,ART46,Book Arts,100200,Y
Cabrillo,390231,46230,32200,Draft,CCC000446185,Inactive,ENGL41B,African American Literature: 20th Century to Present,150100,Y
Cabrillo,390231,46231,32200,Draft,CCC000446184,Active,ENGL41A,African American Literature: Slave Narrative to 20th Century,150100,Y
Cabrillo,390231,46246,32200,Draft,CCC000362710,Approved,ENGL30B,American Literature,150100,Y
Cabrillo,390231,46283,32200,Draft,CCC000349029,Active,TA9,Appreciation of Theatre Arts,100700,Y
Cabrillo,390231,46320,32200,Draft,CCC000359746,Active,ENGL14E,Autobiography Workshop,150100,Y
Cabrillo,390231,46534,32200,Draft,CCC000459173,Active,BUS52,Business Communications,050100,Y
Cabrillo,390231,46727,32200,Draft,CCC000379973,Active,ENGL39,Chicana/o-Latina/o Literature,150100,Y
Cabrillo,390231,46745,32200,Draft,CCC000368696,Inactive,ENGL20B,Children's Literature,150100,Y
Cabrillo,390231,46746,32200,Draft,CCC000380559,Inactive,ENGL20A,Children's Literature,150100,Y
Cabrillo,390231,46806,32200,Draft,CCC000375367,Active,ENGL1B,Composition and Literature,150100,Y
Cabrillo,390231,46807,32200,Draft,CCC000381523,Active,ENGL1BMC,Composition and Literature: Multicultural Emphasis,150100,Y
Cabrillo,390231,46874,32200,Draft,CCC000349155,Active,ENGL12E,Creative Writing: Autobiography,150100,Y
Cabrillo,390231,46876,32200,Draft,CCC000373030,Active,ENGL12C,Creative Writing: Film,150100,Y
Cabrillo,390231,46878,32200,Draft,CCC000359181,Active,ENGL12A,Creative Writing: Prose ,150100,Y
Cabrillo,390231,48209,32200,Draft,CCC000446183,Approved,ENGL40,Latin American Literature,150100,Y
Cabrillo,390231,48306,32200,Draft,CCC000362880,Active,ENGL46A,Major British Writers I,150100,Y
Cabrillo,390231,48307,32200,Draft,CCC000351082,Active,ENGL46B,Major British Writers II,150100,Y
Cabrillo,390231,48397,32200,Draft,CCC000373435,Active,ENGL48A,Mythology and Folklore,150100,Y
Cabrillo,390231,48423,32200,Draft,CCC000352073,Active,ENGL24B,Native American Prose and Poetry,150100,Y
Cabrillo,390231,48671,32200,Draft,CCC000364020,Active,ENGL24A,Poetry and Prose of the American Indian,150100,Y
Cabrillo,390231,48846,32200,Draft,CCC000374794,Active,JOURN23A,Reporting for the News Media,060200,Y
Cabrillo,390231,48982,32200,Draft,CCC000364186,Active,ENGL34,Shakespeare,150100,Y
Cabrillo,390231,49312,32200,Draft,CCC000378705,Active,ENGL49A,The Language of Film: Film History,150100,Y
Cabrillo,390231,49313,32200,Draft,CCC000366803,Active,ENGL49B,The Language of Film: Special Topics in Film,150100,Y
Cabrillo,390231,361238,32200,Draft,CCC000369613,Active,ENGL14A,Fiction Workshop,150100,Y
Cabrillo,390231,361244,32200,Draft,CCC000446174,Active,ENGL14C,Screenwriting Workshop,150100,Y
Cabrillo,390231,452090,32200,Draft,CCC000358546,Active,ENGL23A,Reporting for the News Media,150100,Y
Cabrillo,390231,454147,32200,Draft,CCC000459198,Active,ENGL2H,Honors Composition and Critical Thinking,150100,Y
Cabrillo,390231,454149,32200,Draft,CCC000358843,Active,ENGL2MC,Composition and Critical Thinking: Multicultural Emphasis,150100,Y
Cabrillo,390231,454150,32200,Draft,CCC000459199,Active,ENGL2MCH,Honors Composition and Critical Thinking: Multicultural Emphasis ) @,150100,Y
Cabrillo,390231,454152,32200,Draft,CCC000366238,Active,ENGL2,Composition and Critical Thinking,150100,Y
Cabrillo,390231,454155,32200,Draft,CCC000446173,Active,ENGL12F,Introduction to Creative Writing,150100,Y
Cabrillo,390231,454157,32200,Draft,CCC000358004,Active,ENGL14B,Poetry Workshop,150100,Y
Cabrillo,390231,454159,32200,Draft,CCC000357743,Active,ENGL45,World Literature,150100,Y
Cabrillo,390231,454164,32200,Draft,CCC000347162,Active,ENGL12B,Creative Writing: Poetry,150100,Y
Cabrillo,390232,46225,06329,Draft,CCC000366735,Approved,BUS50,Advertising for Small Business,050100,Y
Cabrillo,390232,46534,06329,Draft,CCC000459173,Active,BUS52,Business Communications,050100,Y
Cabrillo,390232,46536,06329,Draft,CCC000379553,Active,BUS5,Business Information Systems,050100,Y
Cabrillo,390232,46537,06329,Draft,CCC000363149,Active,BUS18,Business Law,050100,Y
Cabrillo,390232,46539,06329,Draft,CCC000369734,Active,BUS9,Business Statistics,050100,Y
Cabrillo,390232,46544,06329,Draft,CCC000446070,Active,BUS75,"Business, Society and Government",050100,Y
Cabrillo,390232,47369,06329,Draft,CCC000354104,Active,ACCT1A,Financial Accounting,050200,Y
Cabrillo,390232,47638,06329,Draft,CCC000363772,Active,BUS67,Human Relations and Resources,050100,Y
Cabrillo,390232,47947,06329,Draft,CCC000371913,Active,BUS60,International Business,050100,Y
Cabrillo,390232,47950,06329,Draft,CCC000446069,Active,BUS71,International Marketing,050100,Y
Cabrillo,390232,47977,06329,Draft,CCC000350726,Active,BUS20,Introduction to Business,050100,Y
Cabrillo,390232,48090,06329,Draft,CCC000446066,Active,BUS120,Introduction to Project Management Intro to Project Mgt,050100,Y
Cabrillo,390232,48310,06329,Draft,CCC000379840,Active,ACCT1B,Managerial Accounting,050200,Y
Cabrillo,390232,48313,06329,Draft,CCC000446071,Active,BUS82,Marketing Principles,050100,Y
Cabrillo,390232,49185,06329,Draft,CCC000350626,Active,BUS89,Starting and Operating an eCommerce Business,050100,Y
Cabrillo,390232,49574,06329,Draft,CCC000359245,Active,BUS199C,Work Experience,050100,Y
Cabrillo,390232,454965,06329,Draft,CCC000508261,Active,BUS88,Starting and Operating a New Small  Business,050100,Y
Cabrillo,390095,46190,11567,Active,CCC000378025,Active,SPAN5A,Advanced Grammar and Composition,110500,Y
Cabrillo,390095,46219,11567,Active,CCC000365952,Active,SPAN10B,Advanced Spanish Conversation,110500,Y
Cabrillo,390095,46305,11567,Active,CCC000362548,Active,AH19,Art of the Americas,100200,Y
Cabrillo,390095,46727,11567,Active,CCC000379973,Active,ENGL39,Chicana/o-Latina/o Literature,150100,Y
Cabrillo,390095,46728,11567,Active,CCC000370539,Active,HIST21B,Chicano History Since 1865,220500,Y
Cabrillo,390095,46729,11567,Active,CCC000382410,Active,HIST21A,Chicano History to 1865,220500,Y
Cabrillo,390095,46892,11567,Active,CCC000358840,Active,GEOG2,Cultural Geography,220600,Y
Cabrillo,390095,47597,11567,Active,CCC000352935,Active,HIST16C,History of Mexico ,220500,Y
Cabrillo,390095,47609,11567,Active,CCC000504160,Active,HIST21BH,Honors Chicano History Since 1865,220500,Y
Cabrillo,390095,47610,11567,Active,CCC000504159,Active,HIST21AH,Honors Chicano History to 1865,220500,Y
Cabrillo,390095,47887,11567,Active,CCC000351785,Active,COMM12,Intercultural Communication,150600,Y
Cabrillo,390095,47940,11567,Active,CCC000377715,Active,SPAN10A,Intermediate Spanish Conversation,110500,Y
Cabrillo,390095,47970,11567,Active,CCC000380375,Active,ANTHR2,Introduction to Anthropology: Cultural,220200,Y
Cabrillo,390095,48116,11567,Active,CCC000459233,Active,WS2,Global Perspectives on Women and Gender,220110,Y
Cabrillo,390095,48131,11567,Active,CCC000370254,Active,BBS32,"Issues of Linguistic and Cultural Diversity in Education, History, a",220300,Y
Cabrillo,390095,48191,11567,Active,CCC000354787,Active,WS5, La Mujer: Latina Life and Experience,220110,Y
Cabrillo,390095,48207,11567,Active,CCC000354099,Active,AH52,Latin American Art,100200,Y
Cabrillo,390095,48349,11567,Active,CCC000354183,Active,SPAN30B,Mexican Civilization and Culture,110500,Y
Cabrillo,390095,49022,11567,Active,CCC000345622,Active,SPAN6A,Spanish Through Film--Latin America,110500,Y
Cabrillo,390095,49023,11567,Active,CCC000371658,Active,SPAN6B,Spanish Through Film--Spain,110500,Y
Cabrillo,390095,361344,11567,Active,CCC000543606,Active,SPAN1,Elementary Spanish I,110500,Y
Cabrillo,390095,361346,11567,Active,CCC000543607,Active,SPAN2,Elementary Spanish II,110500,Y
Cabrillo,390095,361348,11567,Active,CCC000543608,Active,SPAN3,Intermediate Spanish I,110500,Y
Cabrillo,390095,361349,11567,Active,CCC000543609,Active,SPAN4,Intermediate Spanish II,110500,Y
Cabrillo,390095,362249,11567,Active,CCC000541991,Active,PHILO17,Latin American Philosophy,150900,Y
Cabrillo,390095,439622,11567,Active,CCC000374756,Active,SPAN16,Elementary Spanish for Spanish Speakers I,110500,Y
Cabrillo,390095,452092,11567,Active,CCC000362881,Active,SPAN17,Elementary Spanish for Spanish Speakers,110500,Y
Cabrillo,390095,452093,11567,Active,CCC000354475,Active,SPAN25,Spanish Through Literature-Spain,110500,Y
Cabrillo,390095,452094,11567,Active,CCC000380051,Active,SPAN26,Spanish Through Literature-Â­Latin America,110500,Y
Cabrillo,390049,46203,33277,Active,CCC000459155,Inactive,AP9C,Advanced Photography,100200,Y
Cabrillo,390049,46260,33277,Active,CCC000382436,Active,AH11,Ancient Art,100200,Y
Cabrillo,390049,46303,33277,Active,CCC000348642,Active,AH17,"Art of China, Korea and Japan",100200,Y
Cabrillo,390049,46304,33277,Active,CCC000360720,Active,AH16,Art of India and Southeast Asia,100200,Y
Cabrillo,390049,46463,33277,Active,CCC000371127,Active,ART5,Beginning Design: 3-Dimensional Form,100200,Y
Cabrillo,390049,46464,33277,Active,CCC000382690,Active,ART4,Beginning Design: Design and Color,100200,Y
Cabrillo,390049,46712,33277,Active,CCC000347570,Active,ART7A,Ceramics--Hand Building,100200,Y
Cabrillo,390049,46713,33277,Active,CCC000373533,Active,ART7B,Ceramics--Wheel Forming,100200,Y
Cabrillo,390049,47005,33277,Active,CCC000382938,Inactive,DM4,Digital Graphics,061400,Y
Cabrillo,390049,47030,33277,Active,CCC000358807,Active,ART2A,Drawing and Composition,100200,Y
Cabrillo,390049,47031,33277,Active,CCC000346995,Active,ART2B,Drawing and Composition,100200,Y
Cabrillo,390049,47528,33277,Active,CCC000364922,Active,ART27,Graphic Design,100200,Y
Cabrillo,390049,47608,33277,Active,CCC000511659,Active,AH11H,Honors Ancient Art,100200,Y
Cabrillo,390049,47931,33277,Active,CCC000351171,Inactive,AP9B,Intermediate Photography,100200,Y
Cabrillo,390049,48008,33277,Active,CCC000380764,Active,DM1,Introduction to Digital Media,061400,Y
Cabrillo,390049,48009,33277,Active,CCC000358509,Inactive,AP6,Introduction to Digital Photography,100200,Y
Cabrillo,390049,48227,33277,Active,CCC000353043,Active,ART28,Lettering/Typography,100200,Y
Cabrillo,390049,48228,33277,Active,CCC000352329,Active,ART3B,Life Drawing,100200,Y
Cabrillo,390049,48229,33277,Active,CCC000364175,Active,ART3A,Life Drawing,100200,Y
Cabrillo,390049,48359,33277,Active,CCC000370851,Active,AH12,Middle Ages: Art/Mediterranean World And Europe (A.D. 300-1400),100200,Y
Cabrillo,390049,48367,33277,Active,CCC000346745,Active,AH14,Modern Art,100200,Y
Cabrillo,390049,48742,33277,Active,CCC000354432,Active,ART32,Printmaking: Etching and Intaglio,100200,Y
Cabrillo,390049,48834,33277,Active,CCC000358600,Active,AH13,Renaissance to Mid-19th Century,100200,Y
Cabrillo,390049,48967,33277,Active,CCC000356492,Inactive,ART35,Sculpture: Casting,100200,Y
Cabrillo,390049,48992,33277,Active,CCC000378712,Active,ART8A,Small Scale Metal/Jewelry*,100200,Y
Cabrillo,390049,49218,33277,Active,CCC000366277,Active,AH20A,Survey of Art From Prehistoric Through Medieval Periods,100200,Y
Cabrillo,390049,49219,33277,Active,CCC000354593,Active,AH20B,Survey of Art From the Renaissance to The Present,100200,Y
Cabrillo,390049,49295,33277,Active,CCC000361010,Inactive,ART21,Textile Surface Design,100200,Y
Cabrillo,390049,49503,33277,Active,CCC000374807,Active,ART23,Weaving,100200,Y
Cabrillo,390049,49505,33277,Active,CCC000351653,Inactive,DM70,Web Design Basics Using Dreamweaver,061400,Y
Cabrillo,390049,361521,33277,Active,CCC000364913,Active,ART34B,Sculpture: Direct Processes II,100200,Y
Cabrillo,390049,361480,33277,Active,CCC000353042,Active,ART11A,Beginning Casting: Small Scale Metal/Jewelry,100200,Y
Cabrillo,390049,361494,33277,Active,CCC000361038,Active,ART31A,Painting I,100200,Y
Cabrillo,390049,361520,33277,Active,CCC000376857,Active,ART34A,Sculpture: Direct Processes I,100200,Y
Cabrillo,390049,361523,33277,Active,CCC000355075,Active,ART37A,Watercolor I,100200,Y
Cabrillo,390049,361524,33277,Active,CCC000380705,Active,ART37B,Watercolor II,100200,Y
Cabrillo,390049,362320,33277,Active,CCC000541896,Active,ART33A,Screen Printing/Serigraphy I,100200,Y
Cabrillo,390049,376178,33277,Active,CCC000362574,Inactive,AP46A,Digital Photography I,100200,Y
Cabrillo,390049,393522,33277,Active,CCC000558576,Active,DM4,Digital Graphics,061400,Y
Cabrillo,390049,393533,33277,Active,CCC000558587,Active,DM70,Web Design using Dreamweaver,061400,Y
Cabrillo,390049,393576,33277,Active,CCC000558910,Active,AP6,Introduction to Digital Photography,101100,Y
Cabrillo,390049,413034,33277,Active,CCC000558592,Active,AP46A,Digital Photography I,101100,Y
Cabrillo,390049,418125,33277,Active,CCC000572862,Active,ART35,Sculpture Casting,100200,Y
Cabrillo,390704,46780,12748,Active,CCC000349762,Approved,ENGL1A,College Composition,150100,Y
Cabrillo,390704,46781,12748,Active,CCC000349557,Approved,ENGL1AMC,College Composition: Multicultural Emphasis,150100,Y
Cabrillo,390704,46736,12748,Active,CCC000524768,Active,ECE131,Child Growth and Development,130500,Y
Cabrillo,390704,46737,12748,Active,CCC000524762,Active,ECE31,Child Growth and Development,130500,Y
Cabrillo,390704,46742,12748,Active,CCC000362025,Active,ECE32,"Child,  Family and Community",130500,Y
Cabrillo,390704,46757,12748,Active,CCC000370386,Active,ECE156G,Circle Time Activities,130500,Y
Cabrillo,390704,46853,12748,Active,CCC000446151,Active,ECE156H,Cooking Curriculum for Young Children,130500,Y
Cabrillo,390704,46907,12748,Active,CCC000446149,Active,ECE156A,Curriculum for the Young Child: Life  Science,130500,Y
Cabrillo,390704,46908,12748,Active,CCC000354401,Active,ECE156B,Curriculum for the Young Child: Physical Science,130500,Y
Cabrillo,390704,46909,12748,Active,CCC000446150,Active,ECE156C,Curriculum for the Young Child: Social Knowledge,130500,Y
Cabrillo,390704,47170,12748,Active,CCC000524793,Active,ECE54,Early Childhood Education Practicum,130500,Y
Cabrillo,390704,47178,12748,Active,CCC000522447,Active,ECE156M,Early Literacy Foundations,130500,Y
Cabrillo,390704,47228,12748,Active,CCC000362510,Active,ENGL100,Elements of Writing ,150100,Y
Cabrillo,390704,47278,12748,Active,CCC000356350,Active,ECE156E,Exploring Music With the Young Child,130500,Y
Cabrillo,390704,47409,12748,Active,CCC000348257,Active,ECE156L,Fostering First and Second Language Development,130500,Y
Cabrillo,390704,47577,12748,Active,CCC000521767,Active,ECE59,"Health, Safety, and Nutrition Issues In the Childcare Setting",130500,Y
Cabrillo,390704,47611,12748,Active,CCC000459196,Active,ENGL1AH,Honors College Composition,150100,Y
Cabrillo,390704,47612,12748,Active,CCC000459197,Active,ENGL1AMCH,Honors College Composition: Multicultural Emphasis,150100,Y
Cabrillo,390704,47999,12748,Active,CCC000360686,Active,ECE53,Introduction to Curriculum for the Young Child,130500,Y
Cabrillo,390704,48442,12748,Active,CCC000382776,Active,ECE142,"Nino, familia, y comunidad",130500,Y
Cabrillo,390704,48483,12748,Active,CCC000525101,Active,ECE34,Observation and Assessment Methods in Early Childhood Education,130500,Y
Cabrillo,390704,48608,12748,Active,CCC000346882,Active,ECE145,Peace Education and Children's  Literature,130500,Y
Cabrillo,390704,48739,12748,Active,CCC000446163,Active,ECE51,Principles of Working With Young Childre N,130500,Y
Cabrillo,390704,49207,12748,Active,CCC000372050,Active,ECE156J,Superhero and Weapon Play,130500,Y
Cabrillo,390704,49283,12748,Active,CCC000350227,Active,ECE52,Teaching in a Diverse Society,130500,Y
Cabrillo,390704,352141,12748,Active,CCC000533607,Active,ECE156K,Exploring Art with the Young Child,130500,Y
Cabrillo,390704,352142,12748,Active,CCC000533608,Active,ECE156N,Early Math Foundations for Young Children,130500,Y
Cabrillo,390704,352285,12748,Active,CCC000533621,Active,ECE156D,Large Motor and Movement Curriculum,130500,Y
Cabrillo,390704,422056,12748,Active,CCC000569340,Approved,ESL100,High Advanced Academic ESL,493087,Y
Cabrillo,390704,427454,12748,Active,CCC000574074,Active,ECE135,Infant and Toddler Program Development,130500,Y
Cabrillo,390622,46153,06398,Draft,CCC000359707,Active,CAHM168,Advanced Baking and Pastry,130630,Y
Cabrillo,390622,46160,06398,Draft,CCC000528716,Active,CAHM151B,Advanced Culinary Arts,130600,Y
Cabrillo,390622,46430,06398,Draft,CCC000352527,Active,CAHM155,Basic Baking and Pastry,130630,Y
Cabrillo,390622,46448,06398,Draft,CCC000508266,Active,CAHM177,Basic Wine Grape Viticulture,130630,Y
Cabrillo,390622,46449,06398,Draft,CCC000508265,Active,CAHM176,Basic Winemaking,130630,Y
Cabrillo,390622,46520,06398,Draft,CCC000345892,Inactive,CAHM166,Bread Making,130630,Y
Cabrillo,390622,46689,06398,Draft,CCC000374905,Active,CAHM149,Cake Decorating,130630,Y
Cabrillo,390622,46705,06398,Draft,CCC000446082,Inactive,CAHM99C,Career Work Experience Education,130630,Y
Cabrillo,390622,46708,06398,Draft,CCC000377444,Active,CAHM157L,Catering and Beverage Operation Lab,130630,Y
Cabrillo,390622,46709,06398,Draft,CCC000354642,Active,CAHM57,Catering and Beverage Operations,130630,Y
Cabrillo,390622,46751,06398,Draft,CCC000380293,Active,CAHM159,Chocolate,130630,Y
Cabrillo,390622,46894,06398,Draft,CCC000371509,Active,CAHM167,Cultural and Ethnic Foods,130630,Y
Cabrillo,390622,47201,06398,Draft,CCC000511672,Active,MATH154,Elementary Algebra,170100,Y
Cabrillo,390622,47500,06398,Draft,CCC000376339,Active,CAHM153,Garde Manger,130630,Y
Cabrillo,390622,47590,06398,Draft,CCC000446081,Active,CAHM175,History and Practice of Sauces,130630,Y
Cabrillo,390622,47961,06398,Draft,CCC000366440,Active,ACCT151A,Introduction to Accounting: Bookkeeping  Concepts,050200,Y
Cabrillo,390622,47972,06398,Draft,CCC000362242,Active,CAHM50C,Introduction to Appetizers and Baking  Preparation,130630,Y
Cabrillo,390622,47997,06398,Draft,CCC000348369,Active,CAHM50A,Introduction to Culinary Arts Basics,130630,Y
Cabrillo,390622,47998,06398,Draft,CCC000368315,Active,CAHM50L,Introduction to Culinary Arts Lab,130630,Y
Cabrillo,390622,48020,06398,Draft,CCC000374207,Active,CAHM50B,Introduction to Entree Preparation and  Service,130630,Y
Cabrillo,390622,48035,06398,Draft,CCC000525100,Active,CAHM10,Introduction to Hospitality Management,130630,Y
Cabrillo,390622,48459,06398,Draft,CCC000346655,Approved,CAHM20,Nutrition,130630,Y
Cabrillo,390622,48753,06398,Draft,CCC000379556,Active,CAHM60,Purchasing and Food Cost Control,130630,Y
Cabrillo,390622,48958,06398,Draft,CCC000358043,Active,CAHM64,Sanitation and Hygiene,130630,Y
Cabrillo,390622,49299,06398,Draft,CCC000372952,Active,CAHM171,The Art of Creating Wedding Cakes,130630,Y
Cabrillo,390622,49530,06398,Draft,CCC000508263,Active,CAHM172A,Wine and Wine Service,130630,Y
Cabrillo,390622,49531,06398,Draft,CCC000508268,Active,CAHM179,Wines of California,130630,Y
Cabrillo,390622,49590,06398,Draft,CCC000374915,Inactive,CAHM174,World Wines,130630,Y
Cabrillo,390622,352279,06398,Draft,CCC000533620,Active,CAHM165,Meat Cutting and Sausage Making,130630,Y
Cabrillo,390622,355568,06398,Draft,CCC000541930,Active,CAHM63,Food Service Management,130630,Y
Cabrillo,390622,385680,06398,Draft,CCC000555316,Active,CAHM172B,Sensory Evaluation of Wine Varietals,130630,Y
Cabrillo,390622,385681,06398,Draft,CCC000555315,Active,CAHM178,Wine Marketing and Sales,130630,Y
Cabrillo,390622,398897,06398,Draft,CCC000562364,Active,CAHM174,World Wines,130630,Y
Cabrillo,390632,46736,06385,Draft,CCC000524768,Active,ECE131,Child Growth and Development,130500,Y
Cabrillo,390632,46737,06385,Draft,CCC000524762,Active,ECE31,Child Growth and Development,130500,Y
Cabrillo,390632,46742,06385,Draft,CCC000362025,Active,ECE32,"Child,  Family and Community",130500,Y
Cabrillo,390632,46757,06385,Draft,CCC000370386,Active,ECE156G,Circle Time Activities,130500,Y
Cabrillo,390632,46853,06385,Draft,CCC000446151,Active,ECE156H,Cooking Curriculum for Young Children,130500,Y
Cabrillo,390632,46904,06385,Draft,CCC000346032,Active,ECE53L,Curriculum Materials Lab,130500,Y
Cabrillo,390632,46907,06385,Draft,CCC000446149,Active,ECE156A,Curriculum for the Young Child: Life  Science,130500,Y
Cabrillo,390632,46908,06385,Draft,CCC000354401,Active,ECE156B,Curriculum for the Young Child: Physical Science,130500,Y
Cabrillo,390632,46909,06385,Draft,CCC000446150,Active,ECE156C,Curriculum for the Young Child: Social Knowledge,130500,Y
Cabrillo,390632,47170,06385,Draft,CCC000524793,Active,ECE54,Early Childhood Education Practicum,130500,Y
Cabrillo,390632,47178,06385,Draft,CCC000522447,Active,ECE156M,Early Literacy Foundations,130500,Y
Cabrillo,390632,47182,06385,Draft,CCC000446146,Inactive,ECE139ELF,Early Literacy Foundations for Preschool Children,130500,Y
Cabrillo,390632,47278,06385,Draft,CCC000356350,Active,ECE156E,Exploring Music With the Young Child,130500,Y
Cabrillo,390632,47409,06385,Draft,CCC000348257,Active,ECE156L,Fostering First and Second Language Development,130500,Y
Cabrillo,390632,47577,06385,Draft,CCC000521767,Active,ECE59,"Health, Safety, and Nutrition Issues In the Childcare Setting",130500,Y
Cabrillo,390632,47855,06385,Draft,CCC000379178,Active,ECE135,Infant and Toddler Program Development,130500,Y
Cabrillo,390632,47999,06385,Draft,CCC000360686,Active,ECE53,Introduction to Curriculum for the Young Child,130500,Y
Cabrillo,390632,48442,06385,Draft,CCC000382776,Active,ECE142,"Nino, familia, y comunidad",130500,Y
Cabrillo,390632,48483,06385,Draft,CCC000525101,Active,ECE34,Observation and Assessment Methods in Early Childhood Education,130500,Y
Cabrillo,390632,48608,06385,Draft,CCC000346882,Active,ECE145,Peace Education and Children's  Literature,130500,Y
Cabrillo,390632,48739,06385,Draft,CCC000446163,Active,ECE51,Principles of Working With Young Childre N,130500,Y
Cabrillo,390632,49283,06385,Draft,CCC000350227,Active,ECE52,Teaching in a Diverse Society,130500,Y
Cabrillo,390632,49302,06385,Draft,CCC000372753,Active,ECE146,The Child With Special Needs in the  Child Care Program,130500,Y
Cabrillo,390632,49381,06385,Draft,CCC000365369,Active,ECE133,Understanding Infant Development,130500,Y
